eng,darija_ar,transl
"if we have a good reason to talk to her, she's always ready to talk.","ألا عندنا ساباب معقول باش نهضرو معاها, هيا راه ديما مستاعدّا تهضر.","We have a reasonable chance to talk to her, she is always willing to chat."
A female voice who sometimes comment on what I'm doing.,صوت ديال لعيالات هوا لي مرّا مرّا كايعلّق علا داكشي اللي كاندير.,The voice of the girls is what keeps repeating what I did.
"I'm like most people, I don't believe in God except five minutes from the end","أنا بحال بزّاف تنّاس, ماكانأمن ب الله إلّا خمسا تدّقايق قبل النيهايا","Like many people, I only believe in God five minutes before the deadline."
"I don't know anything about airplanes, but I'm terrified every time I fly",ماتانفهم التا زفتا ف الطيّارات والاكين كانتخلع كولّا مرّا تانطير ف السما,"He doesn't understand anything about planes, he gets scared every time he flies."
Just go away and think about your priorities and what you want to achieve,وا هير سير أُ فكّر فل أولاويات ديالك أُ أش بغيتي تحقّق,"Wow, that's great! Think about your priorities and what you want to achieve."
It's getting hot in here and we probably have another 15 minutes to wait,لحال كايسخون هنايا أُ غاليبان باقي خسّنا تسنّاو شي 15 دقيقا خرا,"They are the only ones left here, we lost, let's wait for another 15 minutes."
"The idea is to see what was done, and to understand why the elevator broke down again","لفيكرا هيا نشوفو أش الدار, أُ نفهمو علاش السانسور خسر مرّا خرا","Let's go tomorrow to see what's happening at home, to understand why the sensor lost signal again."
"If he's the one they sent to repair it, it might be something simple","ألا كان هوا اللي صيفتو باش إصاوبو, إقدر تكون شي حاجة ساهلا","If he is the one who caused it, it could be an easy thing to fix."
"I understand that, but still, 12/20 for 14 pages, I don't think it's enough.","فهمت هادشي, والاكين كيمّا كان لحال, 1ء/ء0 ل 14 لصفحا, ماكانضنّش كافيا.","I understood this, but it's like it was alone, from page 10 to 14, it wasn't enough."
"Sorry I thought we were organizing it, are you happy for it to be another night?","سمح ليا, صحابني كنّا منضّمينها, واش غاتكون ناشط ألا درناها فليلا خرا?","Excuse me, my friends were organizing it, will it still be active or did we cancel it last night?"
Work places also need to provide showers and changing rooms,لبلايس ديال لخدما تاهوما خاسهوم إكون فيهوم دوشات أُ بيوتا ديال تبدال,Employees should always be provided with appropriate training and development opportunities.
you can't speak French and expect us to speak English.,مايمكنش ليك تهدر بل فرانكايس أُ تسنّانا حنا نهدرو ب ل أنڭلايس.,"You can't speak French to us, we speak English."
We can have the main part of the party outside as the weather is so warm,إمكن لينا نديرو الطرف لموهيم من لحفلا علا برّا حيت لجوو سخون,Maybe we can have a picnic instead of going to the party since the weather is hot.
"But if the money's a problem, then why are we having a home-cooked dinner.","والاكين ألا كانو لفلوس هوما لموشكيل, إدان علاش عندنا عشا مڭادّ فدّار.","If they had money, they would have bought a car, that's why we have dinner at home."
