eng,darija_ar,transl
I'm going to be sick!,غانمرض!,He got sick!
isn't it!,أولّا!,Firstly!
Do not say,ماتڭولش,Don't worry
how big is it?,ڭدّاش?,Why?
I'm sorry,كانعتادر,I'm sorry
I see!,معقولا,Seriously
It's a shame,حشوما,Shame
You're welcome.,مرحبا.,Hello.
Good luck.,لايسّر.,Difficulty
Perfect.,ناضي.,Satisfied.
I promise.,كانواعدك.,He promised you.
Excellent.,راإع.,Great
What?,شناهوا?,What is it?
right?,ياك?,What?
Patience...,الصبر...,Patience...
no!,لا!,No!
Hmm.,همّ.,They.
You deserve it.,كاتستاحقّها.,She deserves it.
That's true.,كاينا.,There is.
fair enough.,معقولا.,Seriously
Really?,وايلي?,Really?
so?,إوا?,Really?
Excuse me?,كيفاش?,How?
No problem.,هانيا.,Happy
I'd love to.,ماكرهتش.,I didn't hate.
It works!,خدّاما!,Servant!
I did.,درتها.,I did it.
Great!,عاضيم!,Great!
I hope so.,كانتمنّا.,We hoped.
It's ringing,كايصوني,He protects me
I see!,فهمت,Understood
You're teasing me,كاتمرّضني,It bothers me
Aren't you?,أولّا?,Firstly?
Here!,هنا!,Here!
OK.,واخا,Okay
I agree.,متّافق.,Agreed.
See you!,نشوفوك!,See you later!
True...,بسّح...,Clean
Thank you.,شوكران.,Thank you.
Probably not.,موحالش.,It's impossible.
Indeed!,فيعلان!,Advertisement!
They're really cute!,غزالين,Two gazelles
I misspoke,غلطّ,Mistake
Really?,واه!,Wow!
Great.,مزيان.,Great.
Bye,لايعاون,Unhelpful
Of course!,طابعان!,Stamp!
It can't hurt,ماغاضرّش,He is not satisfied
I don't blame you.,ماكانلومكش.,It's not your fault.
Do you know?,فخبارك?,How are you?
Damn.,تفو.,Disgusting.
probably not,موحالش,It's impossible
Don't worry!,ماتخافش!,Don't be afraid!
Really!,وايلي!,Wow!
Oh!,أُه!,Wow!
Jealous!,كانغير!,Incredible!
Would you like it?,غاتعجبك?,Will you like it?
Let's go!,مشينا!,Let's go!
See you later,نشوفوك,See you
You!,نتا!,You!
Extreme!,راديكالي!,Radical!
I didn't understand,مافهمتش,I didn't understand
my dear,حبيبي,My love
I like her,عجباتني,I liked it
I like him,عجبني,I liked it
does not work,ماخدّامش,Unemployed
follow me,تبعني,Follow me
have you arrived?,وصلتي?,Did you arrive?
let's go,يالّاه,Let's go
where is he?,فيناهوا?,Where is it?
I have seen it,شتّها,What is it?
I don't know,ماعرفتش,I didn't know.
I am bored,ملّيت,I'm tired.
I am tired,عييت,I'm tired
I have never,ماعمّرني,Nevermind
Hi!,أهلان!,Hello!
Hmmmm!,همّمّ!,Determination!
Great.,عاضيم.,Great
Ok.,صافي.,Clear.
Bye!,تهلّاو!,Welcome!
Whisky?,ويسكي?,And whiskey?
Listen to me:,سمعني:,Listen to me:
Never!,أبادان!,Forever!
I won't eat them.,ماغاناكولهومش.,We didn't tell them.
I suppose so.,كانضنّ.,I think.
No way!,مايمكنش!,Impossible!
excellent,مومتاز,Excellent
help me,عاونوني,Help me
Hurry!,تلقنا!,Understood!
I can't hear you,ماكانسمعكش,I didn't hear you
I dont like him,ماكانحملوش,He couldn't bear it
I don't like it,ماكانحملهاش,He couldn't bear it
I don't want it,مابغيتوش,I don't want it.
I don't want her,مابغيتهاش,I don't want it.
I know,عرفت,I knew
I like her,كاتعجبني,I like it
I love you,كانحبّك,I loved you
not yet,مازال,Still
stop,زڭا,Beautiful
tell me,ڭولّيا,Tell me
try it,جرّبو,Try
a few,شويا,A little
please come in,تفضّل,Please
here it is,هاهيا,Here it is
here you are,هانتا,Here you go
it's ok,هانيا,Happy
where it is,فيناهيا,In the air
chill out.,رتاح.,Relax.
"Aaaaaaah,",ااااه,Oh
Really?,بسّاح?,Really?
No.,لا,No
true.,بسّاح,Okay
really?!,بسّاح?!,Really?!
wow!,ووو!,Wow!
Haha!,هههه!,Hahaha!
I understand.,فهمت.,Understood.
How are you?,كيداير?,How are you?
Health?,صحيحا?,Really?
Hello!,صالام!,Hello!
Exactly!,بلفيعل!,Absolutely!
Cappuccio?,كاپوتسهينو?,Cappuccino?
Yes!,أيه!,Wow!
Beautiful.,جميل.,Beautiful.
Almost.,تقريبان.,Almost
Here you go!,هاك!,Here!
I don't like it.,ماعجبنيش.,I don't like it.
Great--I did it!,بيخير--درتها!,Great job - you did it!
Free?,حورّا?,Beautiful
Relieved?,مرتاحا?,Comfortable?
Poker!,پوكر!,Poker!
All right.,أيه.,Yes
Shall we?,مشينا?,Did we go?
I know.,عرفت.,I understood.
Let's do this.,نديروها!,Let's do it!
I remember,كانعقل,As if
My son,ولدي,My son
Your daughter,بنتك,Your daughter
I believe you.,تيّقتك.,Trust you.
I'm full.,شبعت,I'm full
Where are you?,فينك?,Where are you?
Forget it.,نسا.,Forget.
I don't think so,ماكانضنش,I didn't expect
Are you ready?,واجد?,A lot
I give up.,تانستسلم.,Thank you
And you?,أُنتا?,And you?
And you?,أُنتي?,You?
How is she?,كيدايرا?,How are you?
What is that?,شداكشي?,What's up?
Who are they?,شكوناهوما?,Who are they?
I forget.,نسيت.,I forgot.
I've seen it,شفتها,I saw her
It's over there.,لهيه.,Confusion
His son,ولدو,Come on
Hello,سالام,Hello
Americano?,أمريكانو?,American?
Ow!,أُو!,Wow!
You know,فراسك,Mind
Sure.,اه.,Oh.
Yeah.,أه,Oh
That's right.,بسّاح.,Relax
she has arrived.,وصلات.,Prayers
Do you know them?,كاتعرفهوم?,Do you know them?
Chickens?,دجاج?,Chicken?
With eggs?,بلبايض?,Seriously?
Don't be.,ماكاينلاش.,There is nothing.
Don't worry.,ماتقالّقش.,Don't brag.
In the name of God!,بسملاه!,In the name of God
Sorry.,سماحليا.,Forgive me.
Yes.,أه.,Oh.
That.,هادا.,This.
Amazing.,مودهيش,It's not worth it
Calm down.,تهادّان,Exchange
It's possible,مومكين,Impossible
Of course,طابعان,Two stamps
Ah!,أه!,Oh!
True.,بصّح.,Exactly.
Sugar?,سوكار?,What's up?
Milk...?,حليب...?,Milk...?
Help!,عتاق!,Freedom!
I'm sorry.,سماحلييا.,Forgive me.
Yes,أياه,Yes
"Oh, my God.",أربّي.,Behave.
"Oh, my God.",ناري.,My fire.
Ouch!,أي!,Hey!
Right.,صاحيح.,True.
Wonderful!,جاميل!,Handsome!
Fabulous!,مفرڭع!,Awesome!
Absolutely!,قاطعان!,Stubborn!
Thank goodness,لهامدوليلاه,He has no one
Wait!,تسنّا!,Wait!
Bad luck.,منحوس,Unlucky
Bad luck.,النحس,Bad luck
I don't think so.,ماكاندنش,He didn't eat
Gosh!,ياربي!,Oh God!
Wait...,تسانا....,Help us
i don't follow.,مافهامتش?,I didn't understand.
sorry!,سماحلي!,Excuse me!
Perfect!,مومتاز!,Excellent!
Perfect!,بلان!,Exactly!
my dear,عازيزي,My dear
wow,ووو,Yes
you make me sick,كاتمرّادني,She is ignoring me
Both!,بجوج!,Wow!
Ouch!,وش!,What!
First of all,أوّالان,Right now
Shall we try?,نحاولو?,Let's try
Massage?,ماسّاڭ?,What's up?
Oh?,أُه?,Oh?
Sorry,سامحنا,Forgive us
Don't get upset!,ماتقلّاقش!,Don't argue!
Thanks,تانشكروك,Thank you
For my own good?!,لمصلاحتي?,For my benefit?
Nah,بلاش,No way
Why?,علاش?,Why?
Haha,هاها,Haha
Please,عافاك,Please
I forgot about it,نسيتو,You forgot
I don't know it,ماعرفتوش,I don't know
I don't know it,ماعرافتهاش,I don't know her
You're welcome!,مارحابان,No problem
My job,خدمتي,My pleasure
My husband,راجلي,My husband
My children,ولادي,My children
I turned it down,رفاضتها,Her refusal
Responsibility?,لمسألييا?,What's up?
Don't panic,ماتپانيكيش,Don't panic
Don't panic,ماتخلعش,Don't give up
Don't panic,ماتخالعيش,Don't give up
Careful!,أتّنتيون,Attention
Don't fall in,ماتّيحش,Don't worry
Wait!,تسانّا!,Bless you!
It might be,إقدر,Appreciate
For instance,ماتالان,Right now
sorry,سماحلينا,Excuse us
come on!,يالاه!,Oh God!
a mustache?!,موستاش?!,Mustache?!
what are they?,أشناهوما?,What are they?
I agree,متّافق,Agreed
Wait!,تسانا!,Help me!
You see,شفتي,Did you see?
I do!,كانديرها!,Do it!
Of course,بتابع,I'm following
I don't know,لاوعلم,No problem
I don't know,مانعرف,We don't know
Thanks!,شوكران!,Thank you!
Ok,أُك,Eat
I refuse!,مابغيتش!,I don't want!
A star,ناجم,Possible
A star,ناجما,Together
Mon plaisir,تاحيياتي,Greetings
Cool,راإع,Great
Reasonable,معقول,Understandable
All right!,مشات!,She left!
Horrible?,راهيب?,Scary?
I see,كانشوف,Let's see
I'm not sure,مامتأكادش,She almost didn't believe it
Oh,أُه,Wow
"Oh, man.",أوديّي,My car
Cook?,طياب?,How are you?
That's right,بساه,Enough
Chocolate?,شوكلات?,Chocolate?
Luck!,زهار,Flower
You never know!,ماتعراف!,You don't know!
Insults,السبّان,The soap
wait,تسنّاو,Enjoy
brilliant!,موتاألّيق,Unworthy
I'm full.,شبعت.,I'm full.
To your health,بصّحّا,Exactly
Congratulations,مبروك,Congratulations
How much?,بشحال?,How much?
You saw me,شفتيني,You saw me
You didn't see me,ماشفتينيش,You didn't see me.
i don't care,ماكانهتامش,He didn't care
i don't care,ماشغليش,Not my business
A fork?,فورشيطا?,Fridge
you made me angry?,عصّبتيني,You annoyed me.
don't make me angry,ماتعصّبنيش,Don't annoy me
don't buy it,ماتشريهش,Don't buy it
don't eat it,ماتّاكلوش,Don't eat
don't drink it,ماتشاربوش,Don't drink
I envy you,كانحسدك,They envy you
you made me happy,فرحتيني,You made me happy.
I didn't forget,مانسيتش,I didn't forget
I didn't forget you,مانسيتكش,I miss you
I understand you,فهمتك,I understand you
I worship you,كانعبدك,Like your servant
I want you,بغيتك,I need you
understand me,فهمني,Understand me.
I'm not sure,مامتءكّدش,Not sure
what!,أويلي!,Oh my!
no way,مايمكنش,It's not possible
I'm going crazy,غانحماق,He is silly
we broke up,تفارقنا,We parted
never,أبادان,Forever
I encourage you,كانشجّعك,He didn't support you
