eng,darija_ar,transl
"Besides, with the sun setting, it's the perfect time to run into a wolf or a bear!","عاد زيد, معا لغوروب, وقت ميتالي باش نتساطحو معا شي ديب أُلا دوبّ!","Come on, let's go for a walk, it's the perfect time to relax together and unwind!"
I tend to snack on things like crisps and biscuits which I know are not very good for me,مولّف كانخطف شي لعيبات بحال شيپس أُلا بيمووات اللي كانعرف أناهوم مامزيانينش ليا,"The coach kidnapped some players like chips, or they disappeared, I don't know what happened to them."
"Well, let's not forget to do a bit of sports in the week to eliminate all this.","موهيم, خلّينا مانّساوش نديرو شويا ت الرياضا فوست السيمانا باش نحيّدو هادشي كولّو.","Sure, let's not forget to do some sports this week so we can burn off all of this."
"I did what you asked for, boss, but I didn't pay attention to the time and I let it burn...","درت داكشي لي ڭلتي ليا أشف, والاكين ماردّيتش لبال اللوقت أُ خليتو إتحرڭ","I did what you asked me to do, but he didn't respond at the time I left it for him."
"But, you know, my schedule is absolutely full, I never have time to deal with these practical details.","والاكين, راك عارف, لوقت ديالي عامر, ماكايكونش عندي لوقت باش نقابل هاد تافاسّيل","Otherwise, you know, my schedule is full, I won't have time to meet this week."
You can ask all the questions that will be left after your studying this weekend.,يمكن ليك تسوول ڭاع ل أسإلا لي بقاو مورا ماتقرا هاد ل ويكند,Maybe you can ask those who are still here about what they did this weekend.
"Especially for next week, I need you to do a presentation on your favorite subject:","خوصوصان سيمانا جايا, محتاجك ديري واحد ل پرزنتاصيون علا لماوضوع اللي عزيز عليك.","Especially next week, you need to do a presentation on the topic that is dear to you."
"I appreciate your advice, but I remind you that I'm the teacher, and you're the student.","كانقضّر الناسيحا ديالك, والاكين كانفكرك أنّاهو أنا هووا لوستاد, أُ نتا هووا تيلميد.","I value your advice, but if you think I am the one who is lost, you are the student."
"But do you guys have any activities where you're all together: Walk, board games, shows...?","والاكين واش عندكوم شي ناشاطات لي كاتكونو فيهوم مجموعين: لا مارسه, ألعاب, موسلسالات...?","Do you have any group activities like hiking, games, or picnics?"
"Even if the staff is strict, for security reasons, you still get along well with them?","واخا ناسّ اللي خدّامين هنا مزييرين, علا قبل سيكيريتي, كاتبقا عالاقتك معاهوم مزيانا?","Even though the people working here are very busy, do you find their interaction with you good?"
I thik the cook thinks everybody has dodgy false teeth or even no teeth at all,كانضن أنّا طبّاخا كايبان ليها كولشي إمّا مركّب لفوم إمّا ماعندوش السنان ڭاع,"They think we're chefs who can cook anything, either a foam structure or without teeth."
"I was apprehensive about moving here from my old house, but I have settled in now.","فلوول ماكنتش باغي نخرج من داري لقديما أُ نجي لهنا, والاكين ولّفت دابا.","I didn't want to leave my house at all, but I had to come here, and now I'm lost."
"Yes, I'm just passing through this town for a work meeting.","أيه, أنا غي دايز من هاد لمدينا علا قبل شي جتيماع ديال لخدما.","Yes, I will be absent from this meeting due to a work commitment."
"But the reality is bit less romantic - it's mostly deafness, forgetfulness, and aches and pains.","والاكين لحاقيقا أقال رومانسيا - فيها تسماك, نسيان, أُ صداع أُ ل ألام.","But in reality, love is a mixture of fish, forgetting, echoes, and pain."
After our game maybe we should both have a drink and try to sleep,مورا الطرح ديال لكارتا كايبان ليا نمشيو نشربو شي حاجا أُ نحاولو النعسو,"After the math problem, it seems like we should go out and have something to drink before we try to sleep."
Then I promise to leave you alone and we will go for a shorter walk tomorrow.,أُ من بعد كانواعدك أنخلّيك علا راحتك أُ نمشيو غدّا نتمشّاو غير شويا.,"After they have made plans with you, I will let you go at your ease, we will go out for a walk tomorrow."
"But once again, when you want to do different things, you end up doing whatever you want.","أُ مرّا خرا, فاش تبغي الدير حاجات مختالفين, كاتلقا راسك كادّير اللي بغيتي.","She's so stubborn, when you want to do things differently, she finds herself doing what you wanted."
"Honey, it's your birthday in exactly two months, we have to throw a party, what do you think?","حبيبا, عيد ميلادك من دابا شهراين, خاصنا نديرو شي حفلا, أش بان ليك?","My dear, your birthday is in two months, should we throw a party, what do you think?"
What are you thinking I should be able to climb twenty floors because I m so fit?,أش بانليك واش أنا خاسني نكون قادر نتلاع عشرين تابقا حيت أنا صحيح?,"What do you think, am I losing my mind to be able to read your thoughts because I am right?"
I always have some leftover bread and I like to come here and enjoy the quiet.,عندي ديما شوييا ديال لخوبز ليكايبقا أُعزيز عليا نجي لهنا أُ نتماتاع بلهودوء.,"I always have a little bit of bread left that I cherish, so I can enjoy it with tea."
Right I'll do that and then I need to serve the customer who has just come in.,واخا غادي نديرو أُ مان باعد غادي نحتاج نسربي لكليان اللي يالاه جا.,"And if we decide to go out, we will need to reserve a table at the restaurant in advance."
"We could try to find a pond, but I bet we'd get eaten alive by mosquitos.","إمكن لينا نحاولو نلقاو شي ضايا, والاكين نتحاطّو غادي ياكلنا الناموس أُحنا حيّين.","We can try to find a solution, otherwise the mosquitoes will eat us alive."
Or do you want to take advantage of the situation to have a good time together and without aggression?,أُلا بغيتي تاستافاد من لماوقيف باش تدوّز واقت مازيان معا بعضياتنا أُبلا إعتيداء,If you want to benefit from the situation to pass and improve with our colleagues without any harm.
"It's more of a pub than a bar, but you should be able to book a space","هاداك ديسكو كتر من بار, والاكين خسّك تكون قادر ت رسرڤي شي بلاصا","That disco is more like a bar, so if you want to reserve a spot, hurry up."
"There will be ten clients, who booked for tonight, at twenty o'clock.",غادي إكونو عشرا ديال لكليان اللي رسرڤاو هاد الليلا معا تمنيا تليل واقفا.,There will be ten dishes reserved for those who booked tonight with a standing ovation.
"We explored the volcanoes on the island, lay on the beach and enjoyed the sunsets.","أُ ستاكشفنا لباراكين ف لجازيرا, تكّينا ف راملا ديال لبحار أُتماتاعنا بلغوروب .","We discovered some ruins on the island, then we went to the beach to enjoy the sunset."
"Living this kind of experience alone, especially child, is not very pleasant.","باش تعيش هاد ناوع ديال تاجريبا بوحدك, خوسوسان كا درّي سغير, مازوينش بزاف","Living this kind of experience alone can be a bit scary, so it's better not to rush into it."
He asked me to say hello and tell you he'll be here by Tuesday if he can,"ڭالّيا نسلّم عليك أُ نڭوليك بيلا غادي يكون هنا نهار تلات, إلا قدر","I will see you and talk to you if I can be here on Tuesday, but I'm not sure."
"I was starved, and you know how hangry I get... I walked around for, like, an hour","كانت كانموت بجوع, راك عارفني كي كايجيني الجوع, بقيت تاندور شي ساعا تقريبان","I used to feel like I was dying of hunger, you know when hunger strikes me, I start looking for food in about an hour."
Studying the consequences of decisions that were taken in the past allows you to understand what the right decisions to make today!,ديراسا ديال لقارارات ليتخدات ف لماضي كاتخاليك تفهام لقارارات سحيحا ليخاس تاخودها ليوم,Analyzing past decisions can help you understand the correct decisions to make today.
