eng,darija_ar,transl
"For a few months, sometimes I feel like I hear a voice talking in my head.","شي شهورا هادو, بعد لمرّات كانحسّ بحال ألا كانسمع شي صوت كايهدر فوست راسي","These months are tough, sometimes I feel like I hear a buzzing sound in my head."
today you can show me how to do nothing but sit by the pool the whole day,ليوما غاتورّيني كيفاش مادّير التا حاجة منغير أنّاك تڭلس حدا لا پيسسين النهار كامل,Today she will show me how to do something without asking for help or checking the whole day.
"with only 100dhs left in you bank account, I hope so for you too","معا ديك 100 درهم اللي بقات ليك فل كومپت بوحدها, تانا هادشي اللي تانتمنّا ليك","Here are the 100 dirhams that were left in the wallet, this is what we wish for you."
Last time I tried my phone but there is no signal and the alarm button didn't work.,أخير مرّا حاولت ب تيليفوني والاكين ماكانش السينيال أُ داك ل بوتون ديال لالارم ماخدمش,"Last time I tried on my phone, the signal wasn't good, that's why the alarm button didn't work."
"Besides, with the sun setting, it's the perfect time to run into a wolf or a bear!","عاد زيد, معا لغوروب, وقت ميتالي باش نتساطحو معا شي ديب أُلا دوبّ!","Come on, let's go for a walk, it's the perfect time to relax together and unwind!"
"Maybe if I go a nice quiet vacation abroad, good weather and a nice book to read, I'll come back feeling refreshed.","إمكن ألا مشيت شي عوطلا مبرّعا علا برّا, جووّ مزيان أُ شيا كتاب نقراه, غانرجع منتاعش.","Maybe if I hadn't gone on a trip last weekend, I would have had a good time reading the book, I will finish it later."
I think putting shoes in the oven indicates strong emotions that can't express itself otherwise,كايبالّيا أناك تحطّ السبّاط فل فرّان كايبيّن علا ماشاعير قوييّا اللي مايمكنش تعبّر علا راسها بطاريقا خرا,Sometimes you have to put your foot down in the oven to show strong characters that cannot be messed with.
"Well, I called my mother and my wife this morning, and then put my shoes outside","إوا, هدرت معا لواليدا أُ لمرا هاد السباح, أُ من بعد حطّيت صبّاطي علا برّا","Yes, I talked to my parents about this swimming pool, and then I put my slippers outside."
They were sports shoes when they went into the oven but came out as lumps of coal.,كانو سبرديلات ت سپورت فاش كانو داخلين اللفرّان والاكين خرجو منّو بحال شي طروفا تلفاخر.,"They were like sports shoes in a bakery, as soon as they entered the oven, they came out of it like a pair of slippers."
"I've been quite depressed, and they affect my memory badly and make me very sleepy","كنت مكتاءب شويا, أُ ءتّرو ليا علا الداكيرا بتاريقا خايبا أُ ردّوني فيا النعاس","I was a bit tired, so I leaned my head on the desk and fell asleep."
"Well, we can expect side effects on sleep or memory indeed, but cooking her shoes is something else","أودي, مومكين نتوقّعو اتار جانيبيا علا النعاس أُ الداكيرا فيعلان, والاكين باش طيّب صبّاطها هادي حاجة خرا","Sorry, we can't expect to focus on studying while feeling sleepy or tired, we need to have a good rest first."
"Well, it's difficult to talk to my Mum as she's 96 and virtually deaf",وا هوا راه صعيب تهدر معا لواليدا حيت عندها 96 عام أُ تقريبان صمكا,It's difficult to talk to your parents when they are around 96 years old.
"Right across the street there's Dr. Nabil's office, he's an excellent diet doctor","ف الجيها لخرا من شاريع كاين ل بيرو ديال دوكتور نابيل, طبيب ت الريجيم مومتاز","In the corner of the street, there is Dr. Nabil's clinic, an excellent diet doctor."
I tend to snack on things like crisps and biscuits which I know are not very good for me,مولّف كانخطف شي لعيبات بحال شيپس أُلا بيمووات اللي كانعرف أناهوم مامزيانينش ليا,"The coach kidnapped some players like chips, or they wouldn't have known that they are not good to me."
"The party will be tonight, but, if you're available, it might be nice to prepare together because you have a lot of good ideas!","لحفلا غاتكون هاد الليلا, والاكين, ألا كنتي مسالي, غاتكون مزيانا نستاعدّو مجموعين حيت عندك بزّاف ديال ل أفكار لمزيانين","The party will be tonight, if you're interested, if you're free, it will be great to gather because you have a lot of good ideas."
I remember working next to this man who was very proud of cycling 15 km into work,كانعقل كنت خدّام حدا داك الراجل اللي كان فاخور أنّاهو كايضرب 15 كيلومتر بل پيكالا تال لخدما,I used to work for that man who used to make us run 15 kilometers uphill for work.
"Yeah, I used to do a lot of things, but after the accident I just saw, I'm not sure I'm gonna make it back so soon!","وايه, كنت كاندير بزّاف تلحوايج, والاكين مورا لكسيدا اللي يالّاه شفت, موحال غانقدر نرجع دغيا!","Yeah, I used to do a lot of crazy things, but after what happened, there's no way I can go back to that!"
