eng,darija_ar,transl
I'd like to know how much time I have left to study,بغيت نعرف شحال بقا ليا تلوقت باش نقرا,I wanted to know how much time I have left to study.
and since when have sleeping helped anyone?!,أُ منيمتا بسّالاما النعاس كان كايعاون شي واهد?!,"I was peacefully asleep, why was someone disturbing me?!"
"Beets are good, but it might give you a sweet taste.","لباربا زوينا, والاكين تقدر تعطيك واحد لماداق حلو","She's very kind, and she can give you a delicious homemade dish"
Unless you have anything else you would like to add,ماعادا ألا عندك شي حاجة خرا بغيتي تزيدها,You don't have anything else you want to add except for some crap
which happens to many people theses days,هادشي تايوقع ل عاداد من الناس هاد ليامات,This happens to a lot of people these days.
the pressure has indeed affected your general emotional state,الضاغط بلفيعل ءتّر علا لحالا لعاطيفيا لعامّا ديالك,The pressure actually reveals your true feelings.
Maybe she is constantly worried about not meeting her targets.,إمكن هيا ديما خايفا ماتحقّقش ل أهداف ديالها.,She might always be afraid of not achieving her goals.
Do you have colleagues who feel stressed like you?,واش الناس اللي خدّامين معاك تايحسّو بتّاوتّور بحالك?,Do the people working with you feel the same way as you do?
"I work a lot, which allows me to do my job properly.","تانخدم بزّاف, داكشي اللي تايخلّيني ندير خدمتي مزيان.","I work a lot, that's what allows me to do my job well."
"Tell me, are you able to do your work with confidence?","ڭولّيا, واش نتا قادّ تدير خدمتك بكولّ تيقا?","Tell me, can you provide your service with full trust?"
Have you had any unusual or unpleasant experiences recently?,واش دوّزتي شي تاجاريب ماعاديّاش أُلّا فشكل موءخاران?,"Have you experienced any adventures lately, or are you still stuck in your comfort zone?"
But there are so many options to choose from.,والاكين راه كاينين عرّام تلختيارات اللي تختار منّهوم.,And the choices you make are the ones that define you.
I've really struggled to understand what it is I have to do,وا تكرفصت بلمعقول باش نفهم أش خسّني ندير,I tried my best to make sense of what I should do.
I don't know the location of all the ingredients yet,أنا ماعارفش لبلاسا ديال ڭاع لماقادير حتّال دابا,"I don't know the location of that store, it might have closed down by now."
Now isn't the time for such questions,دابا ماشي لوقت ديال بحال هاد ل أسإلا,Now is not the time for such questions.
I don't want to scare you but I think we may be about to plummet to our death,مابغيتش خلعكوم والاكين تايبالّيا حنا إمكن غاديين اللهاويا,"I don't want to break up with you, maybe we are meant to be together."
"But by the way, I don't know how to provoke her magical powers","بلموناسابا, أنا ڭاع ماكانعرف نجبد لقيوا السيحريا ديالها","In Monastir, I used to not know how to swim until I discovered its magic."
It's stupid to loose when we have a good card!,جات مكلّخا أنّاك تخسر أُنتا عندك كارطا زوينا!,"She came to tell you that you will lose, you have a good hand!"
"You know, I really liked today's lecture","عرفتي شنو, أُلّاه أسيدي إلا عجبني الدرس تليوما","You know what, I didn't understand anything, except that I liked today's lesson."
You seem to have had difficulty with the equations,كايبان بحالّا كان عندك موشكيل معا ل أسإلا,It seems like you had a problem with the internet connection.
Then sit down quickly and we will look at your homework,إوا ڭلس بزّربا أُ غانشوفو ليك التامارين ديالك,"Now, be careful because they will see through your lies."
"Being late was unavoidable, so just play the music","ماكانش مومكين نتفاداو التعطال, إدان هي تلق لموسيقا","We couldn't avoid the traffic jam, as there was a music festival."
How about we say that tomorrow we go on an excursion,أش بالّيك نڭولو ڭاع غدّا نمشيو لشي تفجيجا,What do you say we go to a concert tomorrow?
I thought I asked you to speak to your mom?,أنا فراسي ڭلت ليك تهدر معا لواليدا ديالك?,I feel like you should talk to your parents.
"Well, we're gonna have to wait for someone to repair it",إوا راه غيخسّنا نتسنّاو شي حدّ باش إصاوبو,Now they will think we are waiting for someone to fix it.
I can't wait to find out what's behind this wall,كانتسنّا هير إمتا نعرف أش مورا هاد لحيط,We were waiting here until we knew what was behind this wall.
"Well, indeed, this big red button looks good","موهيم, فيعلان, هاد لبوتون لحمر لكبير كايبان زوين","Don't worry, this red button looks good and big."
"The ringing stopped, and I don't think anyone's gonna answer us.","كايصوني حتّا وڭف, أُ ماتانضنّش شي واهد غايجاوبنا.","He pretends to listen, but he doesn't understand anything and will answer us."
"When I look at a green pepper, it becomes a red pepper","فاش كانشوف ف فلفلا خدرا, كاتولّي فلفلا حمرا","When I see a green pepper, it tells me it's a red pepper."
Can you please explain what you mean by 'normal'?,واخا تشرح ليا عافاك أش كاتعني ب 'عادي'?,"And if you explain to me please, what does 'عادي' mean?"
But these colors can last several hours,والاكين هاد اللوان كايبقاو واهد لعاداد ديال السوايع,These colors will remain vibrant for a long time.
"Except maybe my great grandfather, but he drank a lot","ماعادا إمكن البات جدّي, والاكين كان كايشرب بزّاف","It's no longer possible to joke around, as he used to drink a lot."
"Good morning Mr Hamid, how are you feeling this morning?","صباح النور السي هاميد, أش كاتعاود هاد الصباح?","Good morning, Mr. Hamid, how are you feeling this morning?"
"If you're going to a party, I wouldn't advise you to cook","ألا كنتي غادي لشي حفلا, ماكانّصحكش ت طيّب","If you were going to a party, you shouldn't have gotten ready."
"Yes, I think i mentioned to you that I played a lot of soccer","أه, كانضنّ ڭلت ليك أنّاني كانلعب بزّاف كورا","Oh, I thought you knew that I used to play a lot of football."
"It's been a long time since we've had to hit the road, I feel like we're lost","مودّا هادي مادربنا الطريق, كانحسّ بحال ألا توضّرنا","This mood hasn't shown us the way, I feel like we're lost."
And that may be very difficult to realize,أُ هادشي إقدر إكون صعيب تردّ ليه لبال,This can be difficult to respond to.
I would like to play sport but I don't seem to have any energy,ماكرهتش نلعب سپورت والاكين بحالا كانحسّ ماعنديش الطاقا,"I didn't hate playing sports, but lately I feel like I don't have the energy."
Not all of your answers were entirely relevant,ماشي ڭاع ل أجويبا ديالك عندها عالاقا بلمووضوع,It's not necessary to answer her about the matter.
"He always gets better grades than I do, even if he writes anything.","ديما كايجيب حسن منّي, واخا ماكايكتب التا زفتا.","He always takes advantage of me, but he never writes unless it's bad."
But she must be 20 years older than you.,والاكين راه غاتكون كبيرا عليك بشي عشرين عام.,"Otherwise, it will be a big deal for you for twenty years."
"No, it's the first time in my life I've played this game!","اللا, هادي أوّل مرّا فحياتي تانلعب هاد اللوعبا!","No, this is the first time in my life playing this game!"
Unfortunately he stank of body odor all day!!,ليلأساف كانت عاطيا منّو ريحت لعرڭ النهار كامل!!,"Last night, she was giving off a scent that lasted the whole day!"
"It's nice, this park, when it looks good like that",مزيانا هاد جريدا فاش تاتكون زوينا بحال هاكا,This newspaper is good when it is nice like this.
"We should walk around more often, it feels good","خسّنا نبداو نجيبو دويرا مرّا مرّا, كاتحسّ برّاحا","We should start getting groceries little by little, I feel like we're running out."
Why is there rice in the cupboard if we never serve it?,علاش كاين الروز فل پلاكار ألا ماعمّرنا خدّمناه?,Why is there a rose in the plate that we have never used?
"It's okay, it's just that I don't want to do anything","ماشي موشكيل, راه هير مابغيت ندير تا حاجة","No problem, he's just not interested in doing anything."
I know you looked at my cards when I was away.,فراسي شفتي ليا لكارطا ديالي فاش كنت خارج.,I realized I left my ID card at home when I was already outside.
"You're still nice, I like you even though you're a cheater!","راك باقي ضريف, نتا عزيز عليا واخا كاتغوش!","You're still cute, you're dear to me even when you're annoying!"
"But it's your birthday, we'll do whatever you want","والاكين هادا راه عيد ميلادك, غانديرو اللي عجبك","And if this is your birthday gift, they will do what you like."
"For the music, I've prepared a playlist that I think you're going to love","بنيسبا اللموسيقا, ڭادّيت واهد ليستا لي كانضنّ غاتعجبكوم","In terms of music taste, I have found a playlist that I think you will like."
"Uh... actually, I have a problem, boss...","وه... صاراحا, عندي واهد لموشكيل أ شف ...","Well... this morning, I have a gift for you that I bought..."
"Yes, it's not too good right now...","وايه, ل أُمور ماشي عالا مايورام هاد الساعا...","Yeah, some things are not going well at the moment..."
"my dog is sick, plus I have roaches in my apartment!","لكلب ديالي مريض, زيد عليها عندي بوجعران فلپارتما!","My dog is sick, I also have a headache in the apartment!"
"But, you know, sugar isn't very good for dogs.","والاكين, راك عارف, السكار راه مامزيانش بزاف اللكلاب.","And you know, the drunkard is not much better than the dogs."
"Oh, can I get a piece of meat instead?","أُه, واش إمكن ناخود طرف ت اللحم فبلاصتها?","Oh, can we take a piece of meat from its place?"
Sorry sent message by mistake - complete garbage!,السموحات سيفتّ ميساج بل غالاط - هي زبل!,"Sorry, this message is full of mistakes - it's rubbish!"
"Yeah, I was thinking about the alarm button.","وايه, راه كنت تانفكّر فل بوتون ديال لالارم.","Yeah, I was thinking about the alarm button."
I never want to see you in my business again.,ماباقيش بغيت نشوفك ف شاريكا ديالي مرّا خرا.,I don't want to see you in my life ever again.
"if you want me out of here, you're going to have to fire me.","ألا بغيتيني نخرج من هنا, خسّك تجرّي عليا.","If you want me to leave here, make sure you pay me."
I'll leave my lunch until I'm really hungry.,غانخلّي لغدا ديالي حتّا نكون فيا الجوع نيت.,I will save my tomorrow even if hunger is my companion tonight.
I was about to leave the restorant when my friends arrived,كنت غادي نخرج من رستورا فاش جاو لعشران,I was about to leave the restaurant when they arrived late.
"I have three children, two girls and one boy","عندي تلاتا ت الدراري, جوج بنات أُ ولد","I have three siblings, two girls and one boy."
"Do you know how to scream very loud, or sing very loud?","واش كاتعرف كيفاش تغووت بجّهد, ولا تغنّي بجّهد","Do you know how to swim with effort, or do you sing with effort?"
Do you have any other ideas that come to mind?,واش عندك شي أفكار خرين جاوك ف راسك?,Do you have any other ideas that came to your mind?
We could just sit here and wait for somebody to find us.,نقدرو نڭولسو هنا أُ نتسناو شي واحد يلقانا,We can chat here until we find someone.
"I prefer ducks, I think that swans can be mean.","أنا كانفضّل لبط, لوز شي مرّات كايكون قبيح","I used to prefer duck, but sometimes it can be ugly."
have you ever flown in a plane before?,واش عمرك ركبتي ف شي طييارا من قبل?,Have you ever been on a plane before?
"It's poetic what you say, but it's not very positive!","هادشي شاعيري لي كاتڭول, والاكين راه ماشي إجابي!","This is just poetry that I say, and those who understand it are not many!"
"Statistically, accidents usually happen at takeoff or landing.","إحصاإان, لكسايد كايتراو عاداتان فل إقلاع أُ لهوبوط.","In aviation, pilots follow specific procedures for takeoff and landing."
I'm going to talk to someone who actually cares.,غادي نهضر معا شي واحد لي مصووق بلمعقول,I will talk to someone who is trustworthy and reasonable.
You'll be enjoying the weather in a few weeks.,غادي تمتعي بل جوو من دابا شي سيمانات.,You will enjoy the weather in a few weeks.
And what do you think is my favourite subject?,أُ أشناهووا لماوضوع اللي عزيز عليا ف ناضارك?,They understood the importance of the topic that is dear to me in our discussion.
And I hope you still play the guitar!,أُ كانتمنّا أنّاك تكون مازال كاتلعب ل ڭويتار!,We hoped you would still be playing the guitar!
"Well, it doesn't have to be too bad.","لموهيم, ماخاصش يكون هادشي خايب تال هاد داراجا.","Don't worry, this won't be a problem until this moment."
"Yeah, that's what I remember about food.","أيه, هادشي لي بقيت عاقل عليه علا لماكلا.","Yeah, this is what I've been insisting on all along."
I hope the retirement home is about various activities.,كانتمنّا أنّا هاد دار لعاجازا فيها أنسهيطا موختاليفا.,We hoped that this house would be a place for relaxation and tranquility.
They arrange a mini-bus which takes us somewhere interesting.,كايجيبو لينا ميني-بوس كايدّينا ل شي بلاسّا مزيانا.,They bring us a mini-bus that takes us to a nice place.
"Poor thing, spending her life in the middle of old, frustrated and old.","مسيكينا, دووز حياتها وسط الشورّاف, محرومين أُ شرّاف.","Poor thing, she spends her life among the wealthy, deprived of dignity."
But we really don't have much money these days.,والاكين راه ماعندناش بزّاف ديال لفلوسّ هاد لييامات.,The problem is we don't have a lot of money these days.
"I'm a sensitive and fragile character, just like my little dog.","عندي شخصييا مورهافا أُ هشيشا, بحال لكلييب ديالي.","Personally, I have a friend who is as fragile as glass."
Do you have any other special recipes here?,واش عندكوم شي وصفات خاصّين وحدين خرين هنا?,Do you have any unique and special recipes here?
And my son Jilali still helps out as much as he can,أُ ولدي الجيلالي مازال كايعاونّي ب جهدو كامل,My son Jalal is still helping me with his full effort.
"Of course, I still have my head, you know!","ب طابيعت لحال, راني مازال شاد ف راسّي!","By nature, I am still stubborn!"
"But it must take him some time, to take care of you.","والاكين أيكون كايدي ليه لوقت بزّاف, باش يقابلك.",Sometimes he pretends to be busy for a long time just to avoid meeting you.
Or should I say that you make them make!,ولا خاصني نڭول اللي كاتفرض عليهوم يصايبو ليك!,I won't let anyone force me to do what benefits them!
"It's been 15 minutes since I've seen her, I miss her!","شي 15 ل داقيقا هادي باش شفتها, توحشتها!","I haven't seen her for 15 minutes, I miss her!"
I always thought there would be more time,ديما كنت كانڭول راه غادي يكون لوقت كتر,I always knew that it would take more time.
I always thought the idea of growing old together sounded romantic,ديما كانت كاتجيني لفيكرا ديال نشرفو بجوج رومانسيا,She always used to come to me with romantic movie ideas.
I don't have many friends except Rachid...,ماعنديش بزّاف ديال ل أصديقاء من غير راشيد...,I don't have many friends without Rashid.
Ok ok... then you can do the guest list.,واخا واخا... دير نتا ڭاع اللاإحا ديال لمعروضين.,"Do whatever you want, you're the master of your own decisions."
But only if she doesn't bring her dog with her.,والاكين غير إلا ماكانتش أتجيب معاها لكلب ديالها.,"And the truth is, she only brought her dog with her."
I always bring several with me just in case.,ديما كانجيب معايا بزّاف ماعرفتي لوقت أشنو تجيب.,"You always bring up a lot with me, I never know what you're going to bring up next."
And I've decided to go all by myself to get away from it all.,أُ قرّرت نمشي بوحدي باش نبعّد علا كولشي.,I decided to go alone to get away from everything.
"You'll see, it's very nice once we're up here.","هانتا غادي تشوف, لمنضر زوين فاش غادي نطلعو.","You will see, when the view is nice, we will go out."
"I've never liked heights, and we're going to be very high up!","ماعمرني عجبني لعلو, أُ غادي نطلعو لفوق بزّاف!","I never liked heights, but I'm going to go up a lot!"
"The clouds, from above, it's like a sea of cotton.","سحاب, من لفوق, بحال شي بحر ديال لقطن.","Clouds, from above, like a sea of cotton."
They'll be stopping by with the soda soon.,غادي يجيو أُ يجيبو لموناضا من دابا شويا.,They will come to bring the furniture in a little while.
What's the code for your credit card?,أشناهووا ل كود ديال لا كارت بانكاير ديالك?,What is the code for your bank card?
You can never trust people in confined spaces!,مايمكنش ليك التيق ف الناسّ فل بلايسّ لمسدودين!,You can't trust people in tight places!
