eng,darija_ar,transl
one or two of you could discuss this situation with her,واحد أُلّا جوج منّكوم إقدر إناقش معاها هاد لمسألا,One of you guys can discuss this issue with her.
May I suggest you speak to you colleagues,مومكين نقتارح عليك تهضر معا الناس اللي خدّامين معاك,We can't suggest that you talk to the people working with you.
Do you feel she herself is under pressure from her director?,واش كايبالّيك أنّاها هيا تحت الضاغط من لمودير ديالها?,Does it bother you that she is under pressure from her boss?
I think we're all stressed and at the same time all admire her.,تايبالّيا حنا كولّنا مسترسّيين و فنفس لوقت كولّنا تاتعجبنا.,Sometimes we eat spicy food and at the same time we enjoy it.
when I'm running a little late or I don't do whatever she wants,فاش تانكون معطّل شويا أُلّا ماتانديرش شي حاجة بغاتها,"When you're a little down, don't do anything you regret."
I'm here to see you because I don't understand what's happening to me,أنا هنا باش نشوفك حيت ماكانفهمش أش كايوقع ليا,I'm here to see you because I didn't understand what was happening to me.
"This is really helping me think through what I need to write, thank you.","هادشي الصاراحا كايعاونّي نفكّر ف أش خسّني نكتب, لايحفدك","This morning is helping me think about what I should write, thank you."
"Don't worry, but make sure you know what's what tomorrow","كون هاني, والاكين تيقّن أنّاك عارف شنو كاين غدّا","Be happy, and rest assured that I know what's going on tomorrow."
I came with these tomatoes that I found at the market this morning,جبت هاد ماطيشا اللي لقيت ف السوق هاد صباح,I brought this Moroccan flatbread that I found in the market this morning.
"Go, take two young children with you, jump, I stay here","سير, الدي معاك جوج براهش, نقّز, أنا غانبقا هنا","Alright, those who have some money, let's go, I will stay here."
Let me check the parachute to see if it is capable to hold two people,بلّاتي نقلّب ل پاراشوت واش ڭادّ إهزّ جوج تنّاس,Let's turn it into a parachute and see if it can carry a couple of people.
If we survive I'm going to make a complaint to the airline,ألا نجينا غادي ندير شيكايا ل شاريكا ت طاياران,We are going to file a complaint against your airline.
Do you know if the professor of physics is here today?,ماعرفتيش واش ل أُستاد تل فيزيك كاين هنا ليوم?,Do you know if there is a physics teacher here today?
"Thank you, ma'am, can I sign the presence sheet first?","شوكران أ مادام, واخا نسيني ورقا تلحوضور هيا لوولا?","Thank you, but if you forget the paper, will the presentation be affected?"
I missed a lot of your classes cause it was nap time,تڭيّبت علا بزاف تلحيصاص ديالك حيت جاو فوقيتّ لقايلولا,You seemed very nervous when they came to talk to you.
"Just in the right hand drawer, I'll get the glasses","هير فلمجرّ اللي علا إدّيك ليمن, دابا نجيب النضادر","Grab the keys on the right, now let's go get the groceries."
"OK, I've pressed it and there is no sound. Shall we try shouting?","أُك, راه ورّكت عليه أُ ماكانش الصوت. نجرّبو لغوات?","Okay, I hung up on him because the connection was bad. Shall we try again?"
"yeah, but how about we go and enjoy the sun elsewhere?","وايه, والاكين أش بالّيك نمشيو نتمتّعو بشميشا فبلاصا خرا?","Sure, why not, let's go and enjoy the beach in the countryside."
And it's very embarrassing because I'm in charge of the traffic lights,أُ هادشي موحريج حيت أنا اللي مكلّف بدّو لحمر,This is frustrating because I'm the one responsible for everything.
How old were you when you started seeing red and green together?,شحال كان فعمرك فاش بديتي كاتشوف لحمر أُلخضر مجموعين?,How old were you when you started seeing red and green together?
"As soon as we get out of the way, we'll go into wild beasts territory","فاش غانخرجو من طريق, غانمشيو ل سيكتور ديال لحاياوانات","When they exit the road, they will walk to the sector of wild animals."
"I'm sorry doctor, I had to see you at such short notice","سمح ليا دوكتور, كان خسّني نشوفك فهاد لوقت لقصير","Excuse me, doctor, may I see you for a short while?"
My feeling is these pills that you have given me are too strong,عندي إحساس أنّا هاد لحبّات اللي عطيتيني واعرين نيت,I have a feeling that these pills you gave me are making me dizzy.
"Or nothing special, just the routine that doesn't satisfy you?","أُلّا ماكاين التا حاجة فشكل, هير روتين اللي مقلّقك?","Isn't there anything bothering you in terms of appearance, or is it just a routine?"
I just don't enjoy all the things I used to like doing,هير مابقيتش كانستمتع بلحوايج اللي كان عزيز عليا نديرهوم,I no longer enjoy the things that used to be dear to me.
I'll see you a bit later and we can sort out the food when I get there,دابا نشوفك من بعد أُنستّفو لماكلا فاش نكون تمّا,See you after the conference call to discuss what to do next.
Your answers need to relate to the question at hand,أجويبتك خسّهوم إكونو عندهوم عالاقا بل أسإلا اللي فيدّيك,Their answers are often vague when they don't have a clue about the questions you ask.
So shall we do some invitations just in black and white?,إدان واش خسّنا نديرو ستيدعاأت هير بل كحل أُلبيض?,Do you think we should try to make homemade hair masks with egg whites?
"And I can get some decorations, balloons and things","أُ نقدر نجيب شي ديكور, نفّاخات أُ شي لعيبات","We can get some decorations, balloons, and some games."
I am not sure what you mean but I think there could be the police at the entrance!!,مامتءكّدش شنو كاتقصد والاكين كايبالّيا غايكونو لبوليس ف الدخلا!!,"I'm not sure what you mean, but if there are any problems, the police will be involved."
"The car ran over his leg, he bled a lot","دازت ليه توموبيلا علا رجليه, خرج منّو الدمّ بزاف","He got hit by a car, he bled a lot."
"I'm not stupid, they're my animals, I feed them properly!","أنا ماشي مكلّخ, راه لحاياوانات ديالو هادوك, كانوكّلهوم مزيان!","I'm not picky, his pets are those, they eat well!"
We could go see what that squirrel's doing over there,إمكن لينا نمشيو نشوفو أش كايدير داك سينجاب تمّا,Maybe we can go see what that singer is up to then.
How long before these first dishes have to be out chef?,شحال تلوقت بينما يوجدو هاد طباصل اللوولين أ شف?,How did you manage while they were arguing like that?
"Well, I've only worked an a cafe before so I didn't know.","موهيم, أنا يالاه خدمت ف قهوا قبل إدان ماعرفتش.","Actually, I started working at the cafe before I knew how."
"I will get them out as soon as I can, but I only have two hands.","دابا نخرّجهوم فاش نسالي, راه يالّاه عندي جوج تليدّين.","Let's take them out when we finish talking, I have some errands to run."
What about the time when we were playing cards,أش بالّيك فلوقت اللي كنّا لاعبين فيه ل كارطا,What do you think about the time when we used to play cards?
I didn't know how to tell you... but I think I burned it,ماعرفتش كيفاش نڭولها ليك ... والاكين لاوعلم إلا حرڭتو,I don't know how to tell you... but the truth must be said
And perhaps you can take some of the waste food for your dog.,أُ إمكن تهزّ شويا تشياطا تلماكلا ل لكلب ديالك.,Can you please feed your dog a little bit of meat?
I think we'd get a quicker response from our people in reception.,تايبالّيا غايجينا جاواب أسراع من الناس اللي فل إستيقبال.,"Typically, we provide faster responses than people who are slow in reception."
I pushed the emergency button half an hour ago,ورّكت علا ل بوطون ديال لورڭنس نسّ ساعا هادي,I put on a pair of Lawrence of Arabia-style boots this morning.
