eng,darija_ar,transl
"Now, I think I've got everything we need to solve this problem",دابا تايبالّيا عندي ڭاع داكشي اللي تانحتاج باش نحلّ هاد لموشكيل,Now I understand what I need to solve this problem.
"But she doesn't drink coffee, and she doesn't smoke, so she stays in her office.","والاكين هيا ماتاتشربش لقهوا, أُ ماتاتكميش, داكشي علاش كاتڭلس فل بيرو.","Otherwise, she doesn't drink coffee, nor does she smoke, that's why she gets drunk on beer."
Are there any women around you that you find difficult to deal with?,واش كاينين شي عيالات دايرين بيك اللي صعيب عليك التعامل معاهوم?,Are there any girls giving you a hard time to deal with?
"Would it be possible for you to give me an extension to the deadline, say another two weeks?","واش مومكين ليك تزيدني شويا تلوقت, ڭول شي جوج سيمانات هاكّاك?","Is it possible for you to lend me a little money, like a couple of dirhams, please?"
Do I present the essay as factual or do I take a political view point?,واش نقدّم لماقال علا أنّاهو واقيعي أُلّا ناخود ويجهات ناضار سيياسيا?,Should we accept what he said as a fact or should we take into consideration political interests?
I've been asked to write an essay on politics but I don't know where to start,التڭال ليا نكتب واهد لماقال علا السياسا والاكين ماعرفتش منين نبدا,"He asked me to write a speech about politics, but I didn't know where to start."
The only thing I'm asking you to do is keep the bottle of red wine,لحاجا لواحيدا لي كانطلب منّك تديرها هيا تشدّ لقرعا ت الروج,The only thing I asked you to do is to take it and put it in the red bag.
"Besides, I'm sure there are people who deserve more than me not to die",عاد زيد أنا متءكّد كاينين ناس كايستاحقّو كتر منّي أنّاهوم مايموتوش,"And I'm sure there are people who deserve more than me, but they don't die."
With the map we would have quickly found the quickest way to the best restaurant in the area.,بلخاريطا كنّا دغيا غالقاو أسراع طريق ل أحسان رستورا ف السيكتور.,"On the map, we found a shortcut to the best restaurant in the sector."
I think we should just make some tea and you should forget about work,كايبالّيا خسّنا نڭادّو شي برّاد ت أتاي أُ نسا عليا لخدما,We need to buy a new fridge to serve the guests and keep the food fresh.
I'm trying to text the co-worker at the desk.,هاني كانحاول نسيفت مسّاڭ ل داك اللي خدّام معايا فل بيرو.,I was trying to remember the name of the waiter who was serving me at the bar.
This is the third time the lift has broken in the last two weeks.,هادي لمرّا التالتا اللي كايخسر فيها السانسور هاد جوج سيمانات اللخرين,"This is the third time he's losing to censorship, those guys are losers."
I hear you can even get to see some beautiful birds if you're lucky,سمعت أنّاك تقدر تشوف شي طويّرات غزالين ألا كان عندك الزهر,I heard that you can see flying gazelles if you have the flower.
"It should allow us to join the river, and the river runs towards the village","غايخسّ تخلّينا نوسلو لواد, أُ راه لواد دايز من ل ڤيلاج","He wants us to get lost, but we know the way around the village."
"She calls me by my brother's name, and I have to shout and keep repeating myself","كاتعيّط عليا ب سميت خويا, أُ خسّني نغووّت أُنبدا نعاود لهدرا","He keeps bothering me with my friend's name, it's better for me to start ignoring him."
Maybe you should see a diet doctor to help you organize your food,إمكن خسّك تشوف شي طبيب ديال الريجيم باش إعاونك تنضّم ماكلتك,Maybe you should see a diet doctor to help you organize your meals.
"Otherwise, next time I'll draw two pages, like Omar, who got 15.","أُلّا لمرّا الجايا غانكتب جوج صفحات, بحال عومار اللي جاب 15.","Next time, I will write a few pages, like Omar who wrote 15."
"Well, we keep watching TV, even if we know we're spending too much time there","أودي, كانبقاو نتفرّجو ف تلفازا واخا كانعرفو أنّانا كانضيّعو بزّاف تلوقت","Yeah, we used to watch TV together, but they knew that we were wasting a lot of time."
"Besides, you're still the winner, 'cause you're cheating with the points!","أُ زايدون, راك باقي نتا هوا الرابح, حيتاش كاتغوش ف نوقاط!","O Zaydoun, you are still the winner, as you keep scoring points!"
"Fouad, how many more minutes before the desserts for table four will be ready?","فواد, شحال من دقيقا باقيا قبل مايوجد الديسير ديال طبلا ربعا?","Fouad, how much flour is left before making a quarter of the dessert of the drum?"
That's the second mistake you've made today and you were late for work.,هادا لغالاط التاني لي درتي ليوما أُ راه تعطّلتي علا لخدما.,This is the second excuse you've made today because you didn't do the work.
"I had a meeting with Soukaina at 2:00, and I hate being late!","كان عندي جتيماع معا صوكاينا ف ء:00, أُ ماكانحملش نكون معطّل!","I had a meeting with my colleagues at 9:00, I couldn't afford to be late!"
"Yes, I know I've been renewing this contract for a long time.","أيه, عرفت شحال من عام وانا كانجدّد ف هاد ل كونترا","Yeah, I've been renovating this house for a year now."
I don't even think I'll have any questions 'cause I understand so little.,موحال حتا واش أيكون عندي شي سوأل حيت كانفهم غير شويا,It's impossible for me to have any questions because I only understand a little.
"And, seriously, do you ever really use anything you learnt in class?","أُ, بلمعقول, واش عمرك بسّاح خدّمتي شي حاجا قريتيها فل قيسم?","Yes, it's reasonable. Have you ever found something you read in a book useful in real life?"
My teacher keeps telling me that I sound like I'm translating word by word.,لوستاد ديالي ديما كايڭوليا أنّاني كانهدر بحالا كانترجم كلما ب كلما,My teacher always tells me to speak as if I were translating word for word.
"I use an alias, as there are a lot of weird people out there.","كانخدم ب إسم موستاعار, حيت كاين بزّاف ديال بنادم فشكل هنا",He works under a pseudonym because there are many people here.
"Hello Sandra, I have something to ask you for the next class","صالام ساندرا, بيت نسوولك علا شي حاجا علا قبل لحيصّا الجايّا.","Hello Sandra, we will inform you about something before the next meeting."
"But I can revise outside, there is not a lot of point being stuck in here","والاكين راه يمكن ليا نراجع برّا, ماكاينش لاش نبقا حاصلا هنا.","Otherwise, I might consider looking elsewhere, there's no point in staying here."
It would be funny though and it would get other students to pay attention,غادي يكون هادشي كوميك أُ غادي يجيب لنتيباه ديال تلامد لخرين.,This is going to be a comedy or he will bring a lot of laughter to others.
I don't know why some old people have to grumble and moan so much,ماعرفتش علاش شي ناسّ شارفين ديما خاسّهوم ينڭرو أُ يتشكّاو بزّاف,"I don't know why some people are always on the verge of losing, they keep complaining a lot."
"I hope in this case you go out, even alone, take walks.","إوا ف هاد لحالا كانتمنّا أنّاك تخروج, واخا غي بوحدك, تمشّا.","Now in this situation, we wish you would leave, and if not alone, then walk away."
Were you passing by or have you made a special trip to see me?,واش كنتي غير دايز من هنا ولا جيتي خوصوصان باش تشوفني?,Are you just passing by here or did you come specifically to see me?
Not bad for someone eighty five years old.,مزيانا ب نيسبا ل شي واحد فعمرو خمسا أُ تمانين عام.,She looks good for someone who is 85 years old.
"I remember him, and it's true that he was always looking at you in a very inappropriate way.","عقلت عليه, أُ بصّاح كان ديما كايدير فيك شي شوفات فشكل.","I thought about it, and honestly, he always looks at you in a strange way."
"He is so rich, I always thought I would get something out of it when he passed away.","هووا مرفّح بجّهد, ديما كنت كانڭول أنشد شي حاجا فاش أيموت.","He was struggling hard, always thinking about something when he dies."
"I don't feel that sorry for Anya, he will leave her lots of money I imagine","ماكاتبقاش فيا هاد أنيا, غادي يخلي ليها بزّاف ديال لفلوسّ تخييل","He doesn't care about me at all, he's going to spend a lot of money on her, imagine."
But you also like a few glasses of good French wine for drinks.,والاكين عزيز عليك شي كوييسات ديال ل ڤين ديال فرانسا تشربهوم.,"And if you really care about me, get me some good French wines to drink."
"I need to turn him against Anya, and show him what a money-grabber she is","خاصني نقلبو علا هاد أنيا, أُ نورّيه أنّاها باغيا غي فلوسّو","Let's focus on this issue, I need to show him that he wants his money back."
"Yeah, but they're so comfortable, and when I left the house the sun way shining!","بصّاح, والاكين راه موريحين, أُ فاش خرجت من الدار كانت شمش!","Look, the neighbors are annoying, whenever I leave the house, they gossip!"
Will you order it while I'm in the shower... I'll have my usual.,غادي تكومّانديها فاش نكون كاندووش... أنا بغيت داكشي لي موالفا كانّاخد.,You should order it when we're having lunch... I want the same thing I had last time.
No other special recipes. Only coffee English style.,ماكاين تا وصفا خاصّا خرا. غير لقهوا ب ستيل ديال نڭليز.,"There is no specific description, just a cup of English-style coffee."
Would you like to sit at a table and i will bring your orange juice over to you?,تبغي تڭولسّ ف شي طبلا أُ نجيب ليك لعاصير ديال ليمون?,Do you want ice in your glass or should I bring you some lemonade?
"There's plenty of activities, and the staff is very nice.","كاينين بزّاف ديال ل أنسهيطا, أُ الناسّ لي خدّامين هنا درييفين.","There are many instances of incompetence, and the people working here are clueless."
"Oh yes, I met Amina on my way in, she did seem very nice","أييه, تلاقيت معا أمينا فاش كنت جاي, كاتبان اللاه يعمّرها دار","Yeah, I met Amin when I was coming, he said, ""May God bless this house."""
I had thought it would all be bowls of watery soup and dry crackers!,كان كايحساب ليا واش غادي يعطيونا غير صوبّا أُ لخوبز قاسح!,He was calculating whether they would only give us dry bread!
Plus I thought you had secretly always loved me...,أُ من فوڭ هادشي كان كايحساب ليا واش كاتبغيني ف السير...,He's been thinking about whether you like him in secret...
