eng,darija_ar,transl
"if we have a good reason to talk to her, she's always ready to talk.","ألا عندنا ساباب معقول باش نهضرو معاها, هيا راه ديما مستاعدّا تهضر.","We have a reasonable chance to talk to her, she is always willing to chat."
A female voice who sometimes comment on what I'm doing.,صوت ديال لعيالات هوا لي مرّا مرّا كايعلّق علا داكشي اللي كاندير.,The voice of the girls is what keeps replaying what happened.
"I'm like most people, I don't believe in God except five minutes from the end","أنا بحال بزّاف تنّاس, ماكانأمن ب الله إلّا خمسا تدّقايق قبل النيهايا","I meet a lot of people, I only trust in God five minutes before the end."
"I don't know anything about airplanes, but I'm terrified every time I fly",ماتانفهم التا زفتا ف الطيّارات والاكين كانتخلع كولّا مرّا تانطير ف السما,"He doesn't understand anything about planes, he gets scared every time he flies."
Just go away and think about your priorities and what you want to achieve,وا هير سير أُ فكّر فل أولاويات ديالك أُ أش بغيتي تحقّق,"Wow, that's great! Think about your priorities and what you want to achieve."
It's getting hot in here and we probably have another 15 minutes to wait,لحال كايسخون هنايا أُ غاليبان باقي خسّنا تسنّاو شي 15 دقيقا خرا,"They are the only ones left here, we lost, we waited for about 15 minutes after."
"The idea is to see what was done, and to understand why the elevator broke down again","لفيكرا هيا نشوفو أش الدار, أُ نفهمو علاش السانسور خسر مرّا خرا","Let's go check out the house, to understand why the sensor lost signal."
"If he's the one they sent to repair it, it might be something simple","ألا كان هوا اللي صيفتو باش إصاوبو, إقدر تكون شي حاجة ساهلا","If he is the one who caused it, it could be an easy thing to fix."
"I understand that, but still, 12/20 for 14 pages, I don't think it's enough.","فهمت هادشي, والاكين كيمّا كان لحال, 1ء/ء0 ل 14 لصفحا, ماكانضنّش كافيا.","I understood this, but it seems like it was only 10 to 14 pages, I don't think it's enough."
"Sorry I thought we were organizing it, are you happy for it to be another night?","سمح ليا, صحابني كنّا منضّمينها, واش غاتكون ناشط ألا درناها فليلا خرا?","Excuse me, my friends and I were planning it, will it be active or did we cancel it last night?"
Work places also need to provide showers and changing rooms,لبلايس ديال لخدما تاهوما خاسهوم إكون فيهوم دوشات أُ بيوتا ديال تبدال,Employees should always be provided with appropriate training to ensure they are equipped with the necessary skills for their job.
you can't speak French and expect us to speak English.,مايمكنش ليك تهدر بل فرانكايس أُ تسنّانا حنا نهدرو ب ل أنڭلايس.,"You may not speak French to us, we speak English."
We can have the main part of the party outside as the weather is so warm,إمكن لينا نديرو الطرف لموهيم من لحفلا علا برّا حيت لجوو سخون,Maybe we can have a picnic instead of going to the party because the weather is hot.
"But if the money's a problem, then why are we having a home-cooked dinner.","والاكين ألا كانو لفلوس هوما لموشكيل, إدان علاش عندنا عشا مڭادّ فدّار.","If they had money, they would have bought a car, that's why we have dinner at home."
Or is it a technique for her to come and buy us some meat?,أُلا هيا هي شي طاريقا ديالها باش تجي أُتشري لينا شويا تلّحم?,"She's just going out to buy us some meat, right?"
"I think I was supposed to be attending, too, except it doesn't appear on my schedule.","كانضنّ كان خسّ نحضر تانا, هير هوا ماطلعاتش ليا فل برناماج ديالي.","I think he was upset that we didn't attend again, he hasn't contacted me about my program."
Usually I work over Aid because I live in Marrakech close to the office,عاداتان كانخدم نهار لعيد حيت أنا ساكن ف مرّاكش قريب ل بيرو,I usually work on the day of the holiday because I live in Marrakech close to Biarritz.
Do you live in Casablanca or do your family live in another part of the country?,واش نتا ساكن ف كازا أُلا لعاإلا ساكنا فشي بلاسا خرا فلبلاد?,Are you living in Casablanca or somewhere else abroad?
"I ve got so much to do today, you know there are tight deadlines for that project","عندي بزّاف مايدار ليوما, راك عارف لوقت مزيير ف هاد ل پروجت","I have a lot to do today, you know, there's too much time in this project."
My doctor has given me some pills to calm me down but they don't seem to be working.,طبيب ديالي عتاني شي فانيد باش يكالميني ساعا بان ليا ما خدّامش,"My doctor prescribed a medication for me to take, but it didn't work."
They're nesting over there and it looks as if the babies will hatch out soon.,راهوم معشّشين هنا أُ بان ليا قريب يخرجو لفراخ ديالهوم من لبيض,"They are living here, and soon they will release their chickens from the eggs."
But it smelt so badly of old people there - I'm glad to be home,والاكين كانت ريحا ديال شرّاف عاطيا تمّا - هامدولّاه رجعت ل الدار,"The store was full of luxurious perfumes, so I bought one - then I went back home."
But now this Anya seems to be getting in there instead,والاكين دابا هاديك أنيا كاتبان ليا هيا اللي ولّات باتشد هاد لبلاصّصا,"But now those memories are written for me, she's the one who left a mark on this place."
I just want to take a long hot shower and have a cup of tea.,بغيت غير نضرب شي تدويشا سخونا أُ نشرب شي كوييسّ ديال أتاي.,"I want to have something light to eat instead of hitting a heavy meal, let's have a nice cup of tea."
"My poor baby, he was all wet all day long, I hope you didn't catch cold.","اللاه علا حبيبتي مسكينا, بقات فازڭا نهار كامل, علّاه مايكونش ضربك لبرد.","Oh God, my poor darling, she stayed outside all day, hopefully she won't catch a cold."
And you know how much I like butter and cheese and tasty foods,أُ راك عارف شحال عزيزا عليا الزبدا أُ لفورماج أُ لماكلا لبنينا,You know how much I love butter and cheese when I make my pasta.
But there's still some space for some more berries if you like.,والاكين مازال شويا ديال لبلاصّا ل شي شويا ديال التوت إلا بغيتي.,The store still has a few strawberries left if you want.
"Besides, I have a big cold, so I'd better cover for myself.","أُ من فوق هادشي, ضاربني لبرد بزّاف, إدان حسن ليا نغطّي راسّي.","From above this, the cold is hitting me a lot, I wish I had something to cover my head."
And I might just forget what you just said about my credit card.,أُ نقدر نسا هادشي لي يالّاه ڭولتي علا ل كارت بانكاير ديالي.,I can't believe you just mentioned my favorite pancake recipe.
And thank you for the chocolate I took out of your bag whilst you weren't looking.,أُ شوكران علا شوكلاط اللي خديت ليك من الصاك فاش ماكنتيش كاتشوف.,"Thank you for the chocolate you got for me from the store, even if you didn't have to."
"PRETENDING to want to know how my day was, how I felt, what I was looking for in life?","كاتمتّل أنّاك باغي تعرف كيداز نهاري, كي كانحسّ, علاياش كانقلّب ف لحايات?","You seem curious about my daily routine, how I feel, and why I look lost in thoughts."
"Look, I think you should think about what you want from your psychiatrist.","سمعي, كانضن أنّاهو خاصّ تفكري أشنو بغيتي من عند طبيب نفسي ديالك.","Listen, I think you should consider what you want from your psychiatrist."
I know it is difficult for you as fear and logic don't always go hand in hand,عرفت أنّاها سعيبا ب نيسبا ليك حيت لخلعا أُ لوجيك ماكايتجمعوش عاداتان,I understood that it's difficult for you because the logic doesn't match the traditions
Let's go for a walk and climb that hill over there.,يالّاه نمشيو نضربو شي دويرا أُ نطلعو ف ديك لكوديا اللي تمّا.,Let's go for a walk and explore a new place in the countryside this afternoon.
This is my first time flying and I'm not sure what to expect.,هادي أوال مرا غادي نسافر ف طيّارا أُ مامتأكدش أش غادي نمتواقع.,"This is the first time we will be traveling by plane, so I'm not sure what to expect."
